date,doses,cost
7/28/1994,8146,2.41
7/29/1994,9878,2.15
7/30/1994,13867,2.03
7/31/1994,10353,2.8
8/1/1994,10502,2.44
8/2/1994,9476,2.94
8/3/1994,11991,2.97
8/4/1994,9051,2.96
8/5/1994,12266,2.19
8/6/1994,10456,2.22
8/7/1994,14275,2.98
8/8/1994,13742,2.72
8/9/1994,8404,2.66
8/10/1994,11136,2.04
8/11/1994,11183,2.2
8/12/1994,11613,2.05
8/13/1994,14110,2.56
8/14/1994,8134,2.58
8/15/1994,8130,2.47
8/16/1994,12458,2.48
8/17/1994,8748,2.32
8/18/1994,12947,2.66
8/19/1994,11653,2.3
8/20/1994,9670,2.38
8/21/1994,13272,2.66
8/22/1994,10121,2.68
8/23/1994,9549,2.05
8/24/1994,14191,2.67
8/25/1994,7975,2.14
8/26/1994,13094,2.59
8/27/1994,9671,2.07
8/28/1994,7852,2.97
8/29/1994,10327,2.64
8/30/1994,13223,2.7
8/31/1994,11959,2.81
9/1/1994,10534,2.63
9/2/1994,9220,2.94
9/3/1994,10745,2.88
9/4/1994,14297,2.61
9/5/1994,9067,2.03
9/6/1994,9910,2.26
9/7/1994,10492,2.82
9/8/1994,13128,3
9/9/1994,10501,2.52
9/10/1994,9304,2.26
9/11/1994,9674,2.35
9/12/1994,8805,2.1
9/13/1994,9233,2.71
9/14/1994,11832,2.58
9/15/1994,11752,2.88
9/16/1994,10898,2.1
9/17/1994,10321,2.42
9/18/1994,11151,2.04
9/19/1994,13505,2.44
9/20/1994,8089,2.82
9/21/1994,9413,2.02
9/22/1994,8189,2.85
9/23/1994,10159,2.38
9/24/1994,9219,2.62
9/25/1994,12444,2.46
9/26/1994,10775,2.45
9/27/1994,13168,2.51
9/28/1994,14221,2.6
9/29/1994,10737,2.72
9/30/1994,12665,2.03
10/1/1994,8021,2.45
10/2/1994,10578,3
10/3/1994,8171,2.86
10/4/1994,8882,2.54
10/5/1994,9976,2.06
10/6/1994,11806,2.67
10/7/1994,7900,2.56
10/8/1994,13305,2.58
10/9/1994,8670,2.11
10/10/1994,13911,2.26
10/11/1994,13381,2.91
10/12/1994,9857,2.13
10/13/1994,13185,2.49
10/14/1994,11687,2.06
10/15/1994,10752,2.24
10/16/1994,11387,2.11
10/17/1994,13337,2.34
10/18/1994,12710,2.91
10/19/1994,11458,2.29
10/20/1994,10657,2.08
10/21/1994,11249,2.39
10/22/1994,11792,2.86
10/23/1994,11951,2.84
10/24/1994,11123,3
10/25/1994,7869,2.53
10/26/1994,10285,2.38
10/27/1994,12604,2.03
10/28/1994,13027,2.95
10/29/1994,13949,2.39
10/30/1994,14219,2.62
10/31/1994,10215,2.12
11/1/1994,10983,2.38
11/2/1994,13614,2.48
11/3/1994,9934,2.11
11/4/1994,11316,2.93
11/5/1994,13480,2.4
11/6/1994,12951,2.74
11/7/1994,13694,2.77
11/8/1994,8201,2.74
11/9/1994,9271,2.24
11/10/1994,12586,2.62
11/11/1994,11680,2.94
11/12/1994,9484,2.39
11/13/1994,8867,2.19
11/14/1994,12606,2.35
11/15/1994,12932,2.71
11/16/1994,7787,2.87
11/17/1994,7971,2.65
11/18/1994,13672,2.4
11/19/1994,10779,2.42
11/20/1994,9636,2.16
11/21/1994,11231,2.41
11/22/1994,9944,2.69
11/23/1994,10920,2.26
11/24/1994,12351,2.86
11/25/1994,11939,2.31
11/26/1994,11476,2.49
11/27/1994,12090,2.34
11/28/1994,12702,2.98
11/29/1994,12350,2.57
11/30/1994,12584,2.59
12/1/1994,13338,2.11
12/2/1994,9717,2.27
12/3/1994,10548,2.98
12/4/1994,9126,2.3
12/5/1994,12476,2.85
12/6/1994,9331,2.64
12/7/1994,8685,2.27
12/8/1994,12934,2.92
12/9/1994,9280,2.35
12/10/1994,10221,2.31
12/11/1994,13838,2.49
12/12/1994,13766,2.36
12/13/1994,13694,2.5
12/14/1994,11972,2.79
12/15/1994,9880,2.08
12/16/1994,8858,2.57
12/17/1994,9482,2.48
12/18/1994,9920,2.9
12/19/1994,12573,2.3
12/20/1994,14013,2.23
12/21/1994,8331,2.79
12/22/1994,8850,2.11
12/23/1994,10783,2.89
12/24/1994,7925,2.03
12/25/1994,14149,2.93
12/26/1994,12411,2.58
12/27/1994,13795,2.66
12/28/1994,11747,2.8
12/29/1994,10096,2.77
12/30/1994,11522,2.8
12/31/1994,10313,2.57
1/1/1995,12628,2.11
1/2/1995,9727,2.14
1/3/1995,8071,3
1/4/1995,12496,2.87
1/5/1995,9889,2.21
1/6/1995,12335,3
1/7/1995,11049,2.22
1/8/1995,9322,2.78
1/9/1995,8453,2.4
1/10/1995,8414,2.54
1/11/1995,12042,2.39
1/12/1995,8790,2.86
1/13/1995,9066,2.71
1/14/1995,13806,2.57
1/15/1995,11895,2.85
1/16/1995,11717,2.84
1/17/1995,11541,2.17
1/18/1995,12471,2.59
1/19/1995,11907,2.69
1/20/1995,10761,2.61
1/21/1995,11285,2.9
1/22/1995,14268,2.65
1/23/1995,10855,2.12
1/24/1995,11262,2.11
1/25/1995,9221,2.87
1/26/1995,9434,2.39
1/27/1995,12856,2.29
1/28/1995,9942,2.2
1/29/1995,13082,2.24
1/30/1995,8397,2.98
1/31/1995,12637,2.52
2/1/1995,9788,2.56
2/2/1995,12799,2.02
2/3/1995,8406,2.55
2/4/1995,13176,2.77
2/5/1995,8068,2.7
2/6/1995,10039,2.55
2/7/1995,8391,2.09
2/8/1995,10608,2.2
2/9/1995,8980,2.92
2/10/1995,10272,2.52
2/11/1995,8818,2.31
2/12/1995,8509,2.72
2/13/1995,10543,2.48
2/14/1995,9648,2
2/15/1995,9057,2.44
2/16/1995,10551,2.82
2/17/1995,9050,2.16
2/18/1995,8476,2.49
2/19/1995,9932,2.58
2/20/1995,8759,2.67
2/21/1995,9369,2.58
2/22/1995,10268,2.09
2/23/1995,8368,2.39
2/24/1995,9877,2.33
2/25/1995,9188,2.59
2/26/1995,8737,2.4
2/27/1995,10220,2.64
2/28/1995,7782,2.01
3/1/1995,13052,2.2
3/2/1995,10675,2.48
3/3/1995,9080,2.29
3/4/1995,14260,2.44
3/5/1995,10628,2.43
3/6/1995,11021,2.59
3/7/1995,11353,2.95
3/8/1995,7837,2.32
3/9/1995,8115,2.27
3/10/1995,11302,2.22
3/11/1995,13402,2.35
3/12/1995,9561,2.09
3/13/1995,14140,2.25
3/14/1995,9592,2.3
3/15/1995,9134,2.58
3/16/1995,12416,2.81
3/17/1995,14267,2.32
3/18/1995,11771,2.93
3/19/1995,13081,2.8
3/20/1995,11435,2.68
3/21/1995,8834,2.36
3/22/1995,13935,2.5
3/23/1995,10585,2.62
3/24/1995,10788,2.13
3/25/1995,13476,2.29
3/26/1995,9797,2.14
3/27/1995,12268,2.98
3/28/1995,10524,2.99
3/29/1995,8934,2.06
3/30/1995,13929,2.85
3/31/1995,11544,2.96
4/1/1995,12303,2.62
4/2/1995,7854,2.33
4/3/1995,8811,2.28
4/4/1995,10687,2.69
4/5/1995,9523,2.35
4/6/1995,12021,2.83
4/7/1995,9013,2.85
4/8/1995,14068,2.36
4/9/1995,11879,2.57
4/10/1995,12160,2.6
4/11/1995,11182,2.52
4/12/1995,9604,2.29
4/13/1995,13263,2.72
4/14/1995,14270,2.99
4/15/1995,11199,2.97
4/16/1995,11570,2.58
4/17/1995,12000,2.79
4/18/1995,13305,2.36
4/19/1995,9486,2.64
4/20/1995,9350,2.1
4/21/1995,12899,2.85
4/22/1995,8910,2.32
4/23/1995,9583,2.03
4/24/1995,10758,2.86
4/25/1995,10097,2.79
4/26/1995,8559,2.55
4/27/1995,8208,2.53
4/28/1995,7850,2.95
4/29/1995,9841,2.76
4/30/1995,13833,2.22
5/1/1995,12693,2.77
5/2/1995,12162,2.34
5/3/1995,8553,2.25
5/4/1995,13528,2.03
5/5/1995,11956,2.65
5/6/1995,13243,2.28
5/7/1995,13737,2.43
5/8/1995,8490,2.75
5/9/1995,11116,2.46
5/10/1995,12315,2.86
5/11/1995,8384,2.7
5/12/1995,10961,2.58
5/13/1995,12562,2.52
5/14/1995,11118,2.31
5/15/1995,10254,2.43
5/16/1995,10126,2.44
5/17/1995,10287,2.88
5/18/1995,11732,2.17
5/19/1995,7921,2.5
5/20/1995,11770,2.19
5/21/1995,11479,2.93
5/22/1995,8298,2.21
5/23/1995,9373,2.95
5/24/1995,8797,2.36
5/25/1995,8651,2.28
5/26/1995,9981,2.77
5/27/1995,9009,2.85
5/28/1995,8420,2.86
5/29/1995,13816,2.4
5/30/1995,9581,2.57
5/31/1995,13706,2.18
6/1/1995,9854,2.66
6/2/1995,14083,2.86
6/3/1995,13208,2.6
6/4/1995,11717,2.89
6/5/1995,9231,2.33
6/6/1995,11443,2.94
6/7/1995,10502,2.38
6/8/1995,7954,2
6/9/1995,10737,2.95
6/10/1995,10750,2.42
6/11/1995,10048,2.24
6/12/1995,8020,2.32
6/13/1995,13628,2.11
6/14/1995,11303,2.83
6/15/1995,12600,2.23
6/16/1995,9376,2.37
6/17/1995,14108,3
6/18/1995,11688,2.79
6/19/1995,12341,2.42
6/20/1995,10461,2.69
6/21/1995,9699,2.48
6/22/1995,10451,2.49
6/23/1995,11856,2.56
6/24/1995,10655,2.89
6/25/1995,9621,2.61
6/26/1995,10327,2.21
6/27/1995,13707,2.3
6/28/1995,10926,2.74
6/29/1995,11432,2.79
6/30/1995,10920,2.19
7/1/1995,13441,2.68
7/2/1995,9995,2.18
7/3/1995,8790,2.73
7/4/1995,13528,2.07
7/5/1995,8829,2.7
7/6/1995,7869,2.39
7/7/1995,8595,2.17
7/8/1995,7914,2.83
7/9/1995,14218,2.56
7/10/1995,11192,2.4
7/11/1995,7949,2.86
7/12/1995,8358,2.06
7/13/1995,8754,2.85
7/14/1995,8897,2.75
7/15/1995,12524,2.89
7/16/1995,12551,2.05
7/17/1995,13656,2.14
7/18/1995,10797,2.42
7/19/1995,8694,2.82
7/20/1995,13451,2.76
7/21/1995,13925,2.6
7/22/1995,10854,2.52
7/23/1995,8130,2.2
7/24/1995,9254,2.95
7/25/1995,8918,2.63
7/26/1995,11444,2.18
7/27/1995,12856,2.78
7/28/1995,11568,2.21
7/29/1995,10804,2.44
7/30/1995,13928,2.28
7/31/1995,7911,2.3
8/1/1995,10334,2.77
8/2/1995,8281,2.36
8/3/1995,8062,2.14
8/4/1995,11774,2.02
8/5/1995,9840,2.47
8/6/1995,8226,2.28
8/7/1995,13080,2.09
8/8/1995,10705,2.32
8/9/1995,13645,2.26
8/10/1995,13424,2.62
8/11/1995,11593,2.46
8/12/1995,12336,2.72
8/13/1995,10450,2.7
8/14/1995,13316,2.54
8/15/1995,8612,2.37
8/16/1995,14182,2.57
8/17/1995,12235,2.81
8/18/1995,9323,2.61
8/19/1995,10472,2.14
8/20/1995,13183,2.61
8/21/1995,12141,2.77
8/22/1995,8620,2.18
8/23/1995,10619,2.32
8/24/1995,8332,2.1
8/25/1995,10807,2.2
8/26/1995,13325,2.13
8/27/1995,10706,2.9
8/28/1995,8598,2.65
8/29/1995,11966,2.14
8/30/1995,10979,2.15
8/31/1995,9111,2.34
9/1/1995,10150,2.31
9/2/1995,12484,2.99
9/3/1995,10357,2.71
9/4/1995,12731,2.16
9/5/1995,11423,2.11
9/6/1995,7784,2.33
9/7/1995,8876,2.41
9/8/1995,8165,2.23
9/9/1995,10633,2.16
9/10/1995,13013,2.39
9/11/1995,8086,2.53
9/12/1995,10971,2.68
9/13/1995,10600,2.75
9/14/1995,9737,2.45
9/15/1995,14098,2.92
9/16/1995,8855,2.7
9/17/1995,9565,2.64
9/18/1995,12287,2.82
9/19/1995,13185,2.24
9/20/1995,12185,2.77
9/21/1995,10298,2.8
9/22/1995,11164,2.24
9/23/1995,8491,2.14
9/24/1995,8191,2.79
9/25/1995,10690,2.51
9/26/1995,9583,2.88
9/27/1995,9782,2.67
9/28/1995,10484,2.54
9/29/1995,8635,2.99
9/30/1995,14164,2.28
10/1/1995,8472,2.42
10/2/1995,13852,2.91
10/3/1995,12596,2.98
10/4/1995,14143,2.26
10/5/1995,11822,2.98
10/6/1995,8823,2.61
10/7/1995,12781,2.65
10/8/1995,10463,2.11
10/9/1995,8870,2.87
10/10/1995,9071,2.32
10/11/1995,12062,2.07
10/12/1995,11803,2.76
10/13/1995,13389,2.67
10/14/1995,13769,2.06
10/15/1995,8922,2.85
10/16/1995,8797,2.19
10/17/1995,8249,2.67
10/18/1995,13630,2.7
10/19/1995,10334,2.08
10/20/1995,10462,2.43
10/21/1995,8239,2.69
10/22/1995,11635,2.91
10/23/1995,9779,2.93
10/24/1995,11152,2.98
10/25/1995,7965,2.93
10/26/1995,11901,2.48
10/27/1995,9393,2.47
10/28/1995,11864,2.2
10/29/1995,11508,2.59
10/30/1995,8618,2.41
10/31/1995,10554,2.93
11/1/1995,9507,2.89
11/2/1995,9086,2.98
11/3/1995,10885,2.23
11/4/1995,12779,2.52
11/5/1995,8827,2.47
11/6/1995,8593,2.65
11/7/1995,10771,2.55
11/8/1995,7849,2.62
11/9/1995,10141,2.52
11/10/1995,11766,2.54
11/11/1995,12810,2.86
11/12/1995,9035,2.9
11/13/1995,10302,2
11/14/1995,9757,2.64
11/15/1995,12210,2.18
11/16/1995,9039,2.24
11/17/1995,11633,2.09
11/18/1995,11181,2.85
11/19/1995,14141,2.11
11/20/1995,11834,2.11
11/21/1995,8547,2.13
11/22/1995,8503,2.07
11/23/1995,13980,2.48
11/24/1995,10128,2.8
11/25/1995,10116,2.93
11/26/1995,8957,2.07
11/27/1995,10162,2.48
11/28/1995,9761,2.04
11/29/1995,8391,2.22
11/30/1995,13412,2.84
12/1/1995,9740,2.26
12/2/1995,8013,2.38
12/3/1995,9415,2.12
12/4/1995,8170,2.46
12/5/1995,12965,2.6
12/6/1995,9036,2.76
12/7/1995,14268,2.13
12/8/1995,11145,2.87
12/9/1995,10991,2.47
12/10/1995,11333,2.82
12/11/1995,11653,2.88
12/12/1995,8377,2.24
12/13/1995,9559,2.05
12/14/1995,11967,2.11
12/15/1995,13853,2.54
12/16/1995,10569,2.03
12/17/1995,9873,2.66
12/18/1995,13444,2.85
12/19/1995,13098,2.4
12/20/1995,12235,2.59
12/21/1995,13073,2.91
12/22/1995,12353,2.79
12/23/1995,13911,2.25
12/24/1995,13143,2.27
12/25/1995,7958,2.4
12/26/1995,11388,2.97
12/27/1995,14207,2.55
12/28/1995,11157,2.09
12/29/1995,9786,2.91
12/30/1995,14036,2.41
12/31/1995,12079,2.47
1/1/1996,11500,2.73
1/2/1996,13814,2.99
1/3/1996,10027,2.07
1/4/1996,11045,2.82
1/5/1996,10863,2.53
1/6/1996,12581,2.77
1/7/1996,8576,2.89
1/8/1996,11726,2.48
1/9/1996,11479,2.74
1/10/1996,10567,2.6
1/11/1996,13225,2.69
1/12/1996,9880,2.63
1/13/1996,8129,2.4
1/14/1996,14068,2.97
1/15/1996,8175,2.89
1/16/1996,14011,2.36
1/17/1996,9652,2.46
1/18/1996,9632,2.26
1/19/1996,13322,2.07
1/20/1996,13017,2.09
1/21/1996,11079,2.77
1/22/1996,9290,2.4
1/23/1996,13967,2.39
1/24/1996,8990,2.22
1/25/1996,11034,2.61
1/26/1996,11983,2.98
1/27/1996,10157,2.56
1/28/1996,10391,2.32
1/29/1996,8301,2.16
1/30/1996,13447,2.24
1/31/1996,9502,2.89
2/1/1996,9125,2.65
2/2/1996,8054,2.21
2/3/1996,10822,2.88
2/4/1996,10175,2.44
2/5/1996,8177,2.76
2/6/1996,9711,2.2
2/7/1996,11136,2.44
2/8/1996,11219,2.86
2/9/1996,10245,2.6
2/10/1996,10748,2.43
2/11/1996,9530,2.24
2/12/1996,14056,2.02
2/13/1996,11878,2.64
2/14/1996,14055,2.18
2/15/1996,13478,2.59
2/16/1996,12379,2.54
2/17/1996,7776,2.22
2/18/1996,9853,2.83
2/19/1996,8095,2.52
2/20/1996,9037,2.3
2/21/1996,10510,2.13
2/22/1996,13305,2.37
2/23/1996,11900,2.51
2/24/1996,11255,2.36
2/25/1996,13781,2.8
2/26/1996,8969,2.8
2/27/1996,8567,2.73
2/28/1996,9221,2.13
2/29/1996,13118,2.12
3/1/1996,12444,2.06
3/2/1996,10570,2.26
3/3/1996,13461,2.98
3/4/1996,13176,2.1
3/5/1996,7805,2.89
3/6/1996,10412,2.19
3/7/1996,11889,2.42
3/8/1996,9381,2.97
3/9/1996,10587,2.61
3/10/1996,8840,2.81
3/11/1996,10284,2.52
3/12/1996,11655,2.16
3/13/1996,8770,2.74
3/14/1996,7937,2.11
3/15/1996,10214,2.86
3/16/1996,11868,2.25
3/17/1996,9350,2.4
3/18/1996,13007,2.82
3/19/1996,11837,2.96
3/20/1996,13095,2.8
3/21/1996,7864,2.94
3/22/1996,9263,2.05
3/23/1996,9919,2.79
3/24/1996,10515,2.36
3/25/1996,10282,2.61
3/26/1996,12233,2.06
3/27/1996,11484,2.92
3/28/1996,13122,2.74
3/29/1996,13390,2.41
3/30/1996,10432,2.23
3/31/1996,12107,2.31
4/1/1996,8437,2.51
4/2/1996,10782,2.9
4/3/1996,11863,2.91
4/4/1996,13887,2.36
4/5/1996,12015,2.82
4/6/1996,9666,2.93
4/7/1996,10107,2.59
4/8/1996,10019,2.99
4/9/1996,10685,2.02
4/10/1996,11583,2.73
4/11/1996,12262,2.45
4/12/1996,9996,2.99
4/13/1996,7938,2.29
4/14/1996,12586,2.17
4/15/1996,11608,2.7
4/16/1996,9965,2.15
4/17/1996,8314,2.5
4/18/1996,7780,2.39
4/19/1996,8144,2.6
4/20/1996,10149,2.04
4/21/1996,7859,2.2
4/22/1996,11575,2.18
4/23/1996,10368,2.75
4/24/1996,11361,2.44
4/25/1996,10569,2.31
4/26/1996,9998,2.41
4/27/1996,13050,2.97
4/28/1996,8241,2.72
4/29/1996,9874,2.81
4/30/1996,13930,2.97
5/1/1996,13770,2.35
5/2/1996,9317,2.07
5/3/1996,13416,2.66
5/4/1996,11357,2.63
5/5/1996,11333,2.49
5/6/1996,13078,2.51
5/7/1996,14087,2.66
5/8/1996,11091,2.71
5/9/1996,10428,2.25
5/10/1996,11199,2.57
5/11/1996,9768,2.4
5/12/1996,12495,2.3
5/13/1996,9143,2.24
5/14/1996,11586,2.11
5/15/1996,12764,2.65
5/16/1996,12205,2.18
5/17/1996,9981,2.97
5/18/1996,12082,2.81
5/19/1996,8774,2.53
5/20/1996,10993,2.31
5/21/1996,10171,2.17
5/22/1996,11619,2.38
5/23/1996,10241,2.36
5/24/1996,13457,2.11
5/25/1996,11958,2.65
5/26/1996,10074,2.61
5/27/1996,9394,2.62
5/28/1996,8804,2.19
5/29/1996,10537,2.49
5/30/1996,8623,2.54
5/31/1996,9009,2.05
6/1/1996,12224,2.84
6/2/1996,12745,2.36
6/3/1996,14155,2.68
6/4/1996,13777,2.66
6/5/1996,8433,2.2
6/6/1996,9788,2.08
6/7/1996,9897,2
6/8/1996,13036,2.54
6/9/1996,8947,2.06
6/10/1996,12675,2.36
6/11/1996,9417,2.48
6/12/1996,11118,2.68
6/13/1996,10047,2.53
6/14/1996,12115,2.91
6/15/1996,14122,2.69
6/16/1996,13181,2.36
6/17/1996,12769,2.07
6/18/1996,10219,2.14
6/19/1996,9310,2.33
6/20/1996,12184,2.37
6/21/1996,12937,2.2
6/22/1996,10679,2.89
6/23/1996,13389,2.62
6/24/1996,12819,2.77
6/25/1996,13819,2.07
6/26/1996,14208,2.39
6/27/1996,13326,2.7
6/28/1996,10029,2.12
6/29/1996,12813,2.9
6/30/1996,11100,2.34
7/1/1996,10933,2.43
7/2/1996,12408,2.78
7/3/1996,8211,2.72
7/4/1996,11860,2.05
7/5/1996,11895,2.38
7/6/1996,10650,2.79
7/7/1996,12367,2.26
7/8/1996,8235,2.87
7/9/1996,10082,2.75
7/10/1996,8764,2.28
7/11/1996,11246,2.87
7/12/1996,9898,2.38
7/13/1996,10151,2.68
7/14/1996,13581,2.19
7/15/1996,12176,2.48
7/16/1996,9768,2.61
7/17/1996,11636,2.35
7/18/1996,10825,2.24
7/19/1996,10385,2.51
7/20/1996,10680,2.72
7/21/1996,14177,2.13
7/22/1996,10185,2.65
7/23/1996,11191,2.47
7/24/1996,10894,2.47
7/25/1996,7850,2.63
7/26/1996,13082,2.96
7/27/1996,9366,2.55
7/28/1996,12059,2.36
7/29/1996,10025,2.48
7/30/1996,8727,2.78
7/31/1996,9538,2.61
8/1/1996,8727,2.43
8/2/1996,8710,2.77
8/3/1996,10055,2.82
8/4/1996,8641,2.39
8/5/1996,12314,2.26
8/6/1996,11433,2.4
8/7/1996,11970,2.98
8/8/1996,9886,2.81
8/9/1996,8575,2.92
8/10/1996,7837,2.33
8/11/1996,13560,2.25
8/12/1996,10226,2.8
8/13/1996,9515,2.1
8/14/1996,12914,2.97
8/15/1996,12257,2.52
8/16/1996,8988,2.01
8/17/1996,9993,2.66
8/18/1996,10665,2.28
8/19/1996,9012,2.03
8/20/1996,13356,2.92
8/21/1996,13381,2.66
8/22/1996,12971,2.98
8/23/1996,13107,2.78
8/24/1996,12923,2.1
8/25/1996,10254,2.23
8/26/1996,9575,2.13
8/27/1996,11642,2.47
8/28/1996,13136,2.23
8/29/1996,11723,2.42
8/30/1996,9631,2.12
8/31/1996,12495,2.93
9/1/1996,8302,2.65
9/2/1996,11377,2.91
9/3/1996,13585,2.52
9/4/1996,8902,2.29
9/5/1996,13831,2.4
9/6/1996,9909,2.5
9/7/1996,11065,2.58
9/8/1996,14164,2.88
9/9/1996,9298,2.04
9/10/1996,9997,2.04
9/11/1996,8121,2.12
9/12/1996,12928,2.28
9/13/1996,12868,2.63
9/14/1996,8126,2.29
9/15/1996,14083,2.98
9/16/1996,9206,2.4
9/17/1996,13075,2.67
9/18/1996,10044,2.45
9/19/1996,14234,2.96
9/20/1996,14168,2.83
9/21/1996,13614,2.17
9/22/1996,7823,2.73
9/23/1996,13877,2.08
9/24/1996,9027,2.2
9/25/1996,8583,2.65
9/26/1996,13108,2.42
9/27/1996,12221,2.4
9/28/1996,13019,2.82
9/29/1996,13443,2.09
9/30/1996,10334,2.93
10/1/1996,10928,2.4
10/2/1996,14231,2.66
10/3/1996,14058,2.68
10/4/1996,9055,2.55
10/5/1996,13519,2.94
10/6/1996,9047,2.46
10/7/1996,12217,2.84
10/8/1996,12111,2
10/9/1996,13232,2.79
10/10/1996,11114,2.83
10/11/1996,13548,2.87
10/12/1996,10368,2.7
10/13/1996,9538,2.54
10/14/1996,9540,2.43
10/15/1996,10435,2.06
10/16/1996,13270,2.69
10/17/1996,9633,2.42
10/18/1996,14257,2.02
10/19/1996,12932,2.8
10/20/1996,14180,2.33
10/21/1996,13924,2.34
10/22/1996,9837,2.12
10/23/1996,10381,2.51
10/24/1996,13935,2.57
10/25/1996,12319,2.41
10/26/1996,11874,2.85
10/27/1996,10655,2.76
10/28/1996,12716,2.31
10/29/1996,11184,2.85
10/30/1996,10004,2.25
10/31/1996,13627,2.72
11/1/1996,12997,2.71
11/2/1996,11758,2.1
11/3/1996,14228,2.03
11/4/1996,12638,2.56
11/5/1996,13518,2.24
11/6/1996,13051,2.97
11/7/1996,12430,2.18
11/8/1996,13551,2.37
11/9/1996,9173,2.66
11/10/1996,10239,2.57
11/11/1996,12976,2.31
11/12/1996,8747,2.58
11/13/1996,10998,2.7
11/14/1996,13324,2.04
11/15/1996,12217,2.57
11/16/1996,14016,2.09
11/17/1996,10330,2.04
11/18/1996,13976,2.23
11/19/1996,13776,2.5
11/20/1996,8053,2.14
11/21/1996,10775,2.46
11/22/1996,8566,2.6
11/23/1996,13368,2.77
11/24/1996,11637,2.5
11/25/1996,9191,2.2
11/26/1996,11447,2.81
11/27/1996,8297,2.55
11/28/1996,10328,2.08
11/29/1996,8925,2.8
11/30/1996,8053,2.8
12/1/1996,12793,2.64
12/2/1996,10508,2.23
12/3/1996,13037,2.35
12/4/1996,13063,2.45
12/5/1996,11455,2.43
12/6/1996,12754,2.02
12/7/1996,8463,2.49
12/8/1996,9459,2.15
12/9/1996,11332,2.63
12/10/1996,11111,2.8
12/11/1996,11040,2.75
12/12/1996,10523,2.31
12/13/1996,10653,2.47
12/14/1996,12227,2.98
12/15/1996,10665,2.41
12/16/1996,12706,2.25
12/17/1996,11684,2.89
12/18/1996,13406,2.2
12/19/1996,12493,2.85
12/20/1996,10608,2.65
12/21/1996,12800,2.84
12/22/1996,11679,2.09
12/23/1996,8444,2.4
12/24/1996,12814,2.05
12/25/1996,8039,2.62
12/26/1996,12071,2.57
12/27/1996,12128,2.95
12/28/1996,12860,2.21
12/29/1996,12598,2.68
12/30/1996,9516,2.88
12/31/1996,13838,2.4
1/1/1997,11144,2.03
1/2/1997,12446,2.2
1/3/1997,9462,2.12
1/4/1997,8267,2.5
1/5/1997,12190,2.07
1/6/1997,11797,2.51
1/7/1997,10144,2.98
1/8/1997,13808,2.4
1/9/1997,12197,2.19
1/10/1997,9005,2.59
1/11/1997,13501,2.3
1/12/1997,12023,2.35
1/13/1997,12876,2.89
1/14/1997,14211,2.79
1/15/1997,13489,2.91
1/16/1997,11923,2.11
1/17/1997,12687,2.98
1/18/1997,8806,2.68
1/19/1997,10009,2.64
1/20/1997,8368,2.74
1/21/1997,10824,2.12
1/22/1997,10804,2.82
1/23/1997,12176,2.13
1/24/1997,12307,2.97
1/25/1997,10932,2.95
1/26/1997,7926,2.26
1/27/1997,13643,2.83
1/28/1997,9104,2.43
1/29/1997,12652,2.25
1/30/1997,9477,2.92
1/31/1997,12802,2.47
2/1/1997,9268,2.65
2/2/1997,12655,2.94
2/3/1997,8108,2.32
2/4/1997,7953,2.07
2/5/1997,11433,2.95
2/6/1997,9689,2.17
2/7/1997,11939,2.64
2/8/1997,11257,2.66
2/9/1997,8776,2.6
2/10/1997,11142,2.72
2/11/1997,12488,2.04
2/12/1997,13064,2.32
2/13/1997,12168,2.81
2/14/1997,10939,2.21
2/15/1997,12271,2.03
2/16/1997,8275,2.61
2/17/1997,9555,2.68
2/18/1997,12668,2.08
2/19/1997,12927,2.64
2/20/1997,8093,2.02
2/21/1997,9155,2.3
2/22/1997,10988,2.86
2/23/1997,13969,2.53
2/24/1997,13738,2.53
2/25/1997,9077,2.37
2/26/1997,8770,2.86
2/27/1997,11665,2.91
2/28/1997,13948,2.55
3/1/1997,8089,2.08
3/2/1997,10451,2.62
3/3/1997,13634,2.42
3/4/1997,14297,2.6
3/5/1997,10089,2.42
3/6/1997,12530,2.75
3/7/1997,8791,2.64
3/8/1997,9004,2.83
3/9/1997,9133,2.77
3/10/1997,8877,2.06
3/11/1997,8963,2.46
3/12/1997,9634,2.47
3/13/1997,9527,2.99
3/14/1997,8017,2.48
3/15/1997,12166,2.86
3/16/1997,10376,2.68
3/17/1997,10932,2.66
3/18/1997,10969,2.24
3/19/1997,8518,2.43
3/20/1997,12477,2.4
3/21/1997,14231,2.88
3/22/1997,12439,2.07
3/23/1997,9592,2.72
3/24/1997,12137,2.55
3/25/1997,10615,2.01
3/26/1997,9616,2.89
3/27/1997,12499,2.05
3/28/1997,8245,2.37
3/29/1997,13384,2.65
3/30/1997,9588,2.36
3/31/1997,10651,2.02
4/1/1997,11842,2.58
4/2/1997,12240,2.41
4/3/1997,10462,2.78
4/4/1997,8244,2.06
4/5/1997,13480,2.67
4/6/1997,11191,2.53
4/7/1997,13089,2.96
4/8/1997,10771,2.78
4/9/1997,7920,2.13
4/10/1997,9711,2.4
4/11/1997,11416,2.65
4/12/1997,10895,2.85
4/13/1997,9197,2.6
4/14/1997,11087,2.73
4/15/1997,11682,2.96
4/16/1997,12325,2.95
4/17/1997,13935,2.83
4/18/1997,13369,2.64
4/19/1997,8102,2.6
4/20/1997,11529,2.97
4/21/1997,13475,2.67
4/22/1997,10153,2.6
4/23/1997,10231,2.25
